MÉTODO SELECCIÓN;MÉTODO CRUZAMIENTO;MÉTODO MUTACIÓN
ranking;complement_binomial;simple
""
ITERACIÓN #;0
MEJOR APTITUD:;5
Persona;Profesión;Medio de transporte;Horario de entrada;Lo que mira en TV
Juan;Professor;Car;7;Series
Sonia;Accountant;Car;8.5;Soccer
Antonella;Merchant;Bus;8;Novel
Santiago;Merchant;Bus;8;Soccer
Omar;Professor;Bus;8.5;Soccer
REGLAS:
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
0;1;0;0;0;1;0;1;0;0;1;0;0;1;0
""
ITERACIÓN #;1
MEJOR APTITUD:;5
Persona;Profesión;Medio de transporte;Horario de entrada;Lo que mira en TV
Juan;Accountant;Motorbike;8.5;Series
Juan;Engineer;Bicycle;8.5;Soccer
Antonella;Police;Car;7;Comedy
Omar;Engineer;Car;7;Comedy
Santiago;Merchant;Van;8;Novel
REGLAS:
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
1;1;1;0;0;1;0;1;0;0;1;0;1;0;0
""
ITERACIÓN #;2
MEJOR APTITUD:;6
Persona;Profesión;Medio de transporte;Horario de entrada;Lo que mira en TV
Juan;Police;Motorbike;8;Comedy
Omar;Professor;Motorbike;7;Comedy
Santiago;Accountant;Van;9;Movies
Antonella;Accountant;Bus;9;Movies
Juan;Professor;Car;8.5;Soccer
REGLAS:
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
0;0;1;0;0;0;1;1;1;0;1;0;1;0;0
""
ITERACIÓN #;3
MEJOR APTITUD:;6
Persona;Profesión;Medio de transporte;Horario de entrada;Lo que mira en TV
Santiago;Engineer;Car;8.5;Novel
Juan;Police;Bus;8;Movies
Sonia;Merchant;Van;8.5;Movies
Sonia;Professor;Car;7;Novel
Juan;Accountant;Bicycle;7.5;Comedy
REGLAS:
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
0;1;1;0;1;0;1;1;1;0;0;0;0;0;1
""
ITERACIÓN #;4
MEJOR APTITUD:;7
Persona;Profesión;Medio de transporte;Horario de entrada;Lo que mira en TV
Antonella;Engineer;Bicycle;8;Comedy
Juan;Police;Bus;9;Movies
Sonia;Merchant;Van;8.5;Soccer
Antonella;Professor;Car;8;Novel
Juan;Engineer;Car;7.5;Series
REGLAS:
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
0;0;0;0;1;1;1;1;1;0;1;0;0;1;0
""
ITERACIÓN #;5
MEJOR APTITUD:;7
Persona;Profesión;Medio de transporte;Horario de entrada;Lo que mira en TV
Santiago;Engineer;Van;8.5;Movies
Juan;Police;Bus;9;Movies
Juan;Accountant;Bicycle;7.5;Novel
